institution_name,conference,subdivision,has_football,sport,conference_fin,subdivision_fin,has_football_fin,men_participants,women_participants,revenue_men,revenue_women,expense_men,expense_women,wins,losses,ties,cohort_year,gsr,fgr,nil100_player_count,nil100_sum_valuation_estimate,aid_share_of_revenue,revenue_total,expense_total
University of Illinois Urbana-Champaign,Big Ten,P5,1,football,Big Ten,P5,1.0,119.0,,87939659.0,,48001399.0,,9.0,4.0,0.0,2018.0,79.0,62.0,0.0,0.0,0.0859643234168182,87939659.0,48001399.0
University of Illinois Urbana-Champaign,Big Ten,P5,1,basketball,Big Ten,P5,1.0,14.0,26.0,34764436.0,2186498.0,20565967.0,7258435.0,28.0,9.0,0.0,2018.0,55.0,13.0,1.0,2800000.0,0.0859643234168182,36950934.0,27824402.0
University of Illinois Urbana-Champaign,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,19.0,,652337.0,,2768685.0,13.0,16.0,0.0,2018.0,100.0,69.0,0.0,0.0,0.0859643234168182,652337.0,2768685.0
University of Iowa,Big Ten,P5,1,football,Big Ten,P5,1.0,131.0,,105190203.0,,50894414.0,,9.0,4.0,0.0,2018.0,76.0,53.0,0.0,0.0,0.0954137176425728,105190203.0,50894414.0
University of Iowa,Big Ten,P5,1,basketball,Big Ten,P5,1.0,17.0,29.0,16702408.0,4779406.0,13292250.0,8482645.0,24.0,13.0,0.0,2018.0,88.0,50.0,0.0,0.0,0.0954137176425728,21481814.0,21774895.0
University of Iowa,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,26.0,,190823.0,,2903001.0,15.0,17.0,0.0,2018.0,86.0,57.0,0.0,0.0,0.0954137176425728,190823.0,2903001.0
Indiana University-Bloomington,Big Ten,P5,1,football,Big Ten,P5,1.0,114.0,,80906601.0,,50207544.0,,16.0,0.0,0.0,2018.0,88.0,67.0,2.0,5000000.0,0.1064573885946987,80906601.0,50207544.0
Indiana University-Bloomington,Big Ten,P5,1,basketball,Big Ten,P5,1.0,19.0,37.0,52276379.0,9293179.0,31818423.0,9293179.0,18.0,14.0,0.0,2018.0,91.0,44.0,3.0,10500000.0,0.1064573885946987,61569558.0,41111602.0
Indiana University-Bloomington,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,26.0,,2567065.0,,2567065.0,25.0,8.0,0.0,2018.0,93.0,89.0,0.0,0.0,0.1064573885946987,2567065.0,2567065.0
University of Maryland-College Park,Big Ten,P5,1,football,Big Ten,P5,1.0,120.0,,63070858.0,,35502618.0,,4.0,8.0,0.0,2018.0,79.0,60.0,0.0,0.0,0.1439146391778602,63070858.0,35502618.0
University of Maryland-College Park,Big Ten,P5,1,basketball,Big Ten,P5,1.0,15.0,15.0,16464647.0,1401819.0,12972857.0,8236450.0,12.0,21.0,0.0,2018.0,38.0,21.0,0.0,0.0,0.1439146391778602,17866466.0,21209307.0
University of Maryland-College Park,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,18.0,,812643.0,,2416808.0,8.0,22.0,0.0,2018.0,89.0,78.0,0.0,0.0,0.1439146391778602,812643.0,2416808.0
University of Michigan-Ann Arbor,Big Ten,P5,1,football,Big Ten,P5,1.0,139.0,,175299592.0,,61663186.0,,9.0,4.0,0.0,2018.0,89.0,60.0,2.0,5000000.0,0.1318695379861774,175299592.0,61663186.0
University of Michigan-Ann Arbor,Big Ten,P5,1,basketball,Big Ten,P5,1.0,16.0,36.0,21209886.0,1138510.0,14358515.0,5858899.0,37.0,3.0,0.0,2018.0,100.0,54.0,2.0,6000000.0,0.1318695379861774,22348396.0,20217414.0
University of Michigan-Ann Arbor,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,23.0,,511857.0,,2949958.0,22.0,11.0,0.0,2018.0,100.0,89.0,0.0,0.0,0.1318695379861774,511857.0,2949958.0
Michigan State University,Big Ten,P5,1,football,Big Ten,P5,1.0,119.0,,77084648.0,,48227813.0,,4.0,8.0,0.0,2018.0,76.0,65.0,0.0,0.0,0.121252796626619,77084648.0,48227813.0
Michigan State University,Big Ten,P5,1,basketball,Big Ten,P5,1.0,16.0,16.0,21818193.0,7247013.0,20566735.0,7247013.0,27.0,8.0,0.0,2018.0,80.0,57.0,0.0,0.0,0.121252796626619,29065206.0,27813748.0
Michigan State University,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,21.0,,4152418.0,,4152418.0,18.0,12.0,0.0,2018.0,100.0,100.0,0.0,0.0,0.121252796626619,4152418.0,4152418.0
University of Minnesota-Twin Cities,Big Ten,P5,1,football,Big Ten,P5,1.0,117.0,,101726085.0,,45452693.0,,8.0,5.0,0.0,2018.0,87.0,59.0,0.0,0.0,0.1213333876961105,101726085.0,45452693.0
University of Minnesota-Twin Cities,Big Ten,P5,1,basketball,Big Ten,P5,1.0,16.0,21.0,15997942.0,1638813.0,15623863.0,6587319.0,15.0,18.0,0.0,2018.0,90.0,38.0,0.0,0.0,0.1213333876961105,17636755.0,22211182.0
University of Minnesota-Twin Cities,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,17.0,,1438406.0,,3531550.0,24.0,10.0,0.0,2018.0,100.0,86.0,0.0,0.0,0.1213333876961105,1438406.0,3531550.0
University of Nebraska-Lincoln,Big Ten,P5,1,football,Big Ten,P5,1.0,155.0,,122283973.0,,70574668.0,,7.0,6.0,0.0,2018.0,84.0,63.0,1.0,2000000.0,0.0616856802736296,122283973.0,70574668.0
University of Nebraska-Lincoln,Big Ten,P5,1,basketball,Big Ten,P5,1.0,18.0,50.0,18447339.0,1996767.0,13196203.0,6092105.0,28.0,7.0,0.0,2018.0,91.0,27.0,0.0,0.0,0.0616856802736296,20444106.0,19288308.0
University of Nebraska-Lincoln,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,17.0,,5453618.0,,6814082.0,33.0,1.0,0.0,2018.0,100.0,55.0,0.0,0.0,0.0616856802736296,5453618.0,6814082.0
Northwestern University,Big Ten,P5,1,football,Big Ten,P5,1.0,109.0,,85587606.0,,37901761.0,,7.0,6.0,0.0,2018.0,99.0,97.0,1.0,1200000.0,0.2119467256291161,85587606.0,37901761.0
Northwestern University,Big Ten,P5,1,basketball,Big Ten,P5,1.0,14.0,16.0,14431898.0,1646018.0,14728871.0,5852067.0,15.0,19.0,0.0,2018.0,100.0,75.0,0.0,0.0,0.2119467256291161,16077916.0,20580938.0
Northwestern University,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,17.0,,1748005.0,,3537732.0,17.0,15.0,0.0,2018.0,100.0,100.0,0.0,0.0,0.2119467256291161,1748005.0,3537732.0
Ohio State University-Main Campus,Big Ten,P5,1,football,Big Ten,P5,1.0,122.0,,160549826.0,,92359309.0,,12.0,2.0,0.0,2018.0,89.0,60.0,2.0,7500000.0,0.1003236936791644,160549826.0,92359309.0
Ohio State University-Main Campus,Big Ten,P5,1,basketball,Big Ten,P5,1.0,16.0,14.0,23355035.0,7163564.0,13158683.0,7163564.0,21.0,13.0,0.0,2018.0,67.0,19.0,0.0,0.0,0.1003236936791644,30518599.0,20322247.0
Ohio State University-Main Campus,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,19.0,20.0,1498024.0,3161017.0,1498024.0,3161017.0,6.0,22.0,0.0,2018.0,93.0,91.0,0.0,0.0,0.1003236936791644,4659041.0,4659041.0
University of Oregon,Big Ten,P5,1,football,Big Ten,P5,1.0,126.0,,119584907.0,,60847472.0,,13.0,2.0,0.0,2018.0,88.0,65.0,7.0,14500000.0,0.0906150029333026,119584907.0,60847472.0
University of Oregon,Big Ten,P5,1,basketball,Big Ten,P5,1.0,18.0,29.0,11644706.0,1830118.0,14072866.0,6718334.0,12.0,20.0,0.0,2018.0,44.0,13.0,0.0,0.0,0.0906150029333026,13474824.0,20791200.0
University of Oregon,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,16.0,,906343.0,,2582926.0,17.0,13.0,0.0,2018.0,85.0,69.0,0.0,0.0,0.0906150029333026,906343.0,2582926.0
Pennsylvania State University-Main Campus,Big Ten,P5,1,football,Big Ten,P5,1.0,130.0,,150314572.0,,77386097.0,,7.0,6.0,0.0,2018.0,85.0,65.0,0.0,0.0,0.0957754584975218,150314572.0,77386097.0
Pennsylvania State University-Main Campus,Big Ten,P5,1,basketball,Big Ten,P5,1.0,14.0,13.0,15174250.0,782052.0,14434548.0,5101960.0,12.0,20.0,0.0,2018.0,69.0,50.0,0.0,0.0,0.0957754584975218,15956302.0,19536508.0
Pennsylvania State University-Main Campus,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,20.0,19.0,238463.0,882808.0,1228606.0,3168305.0,19.0,13.0,0.0,2018.0,92.0,58.0,0.0,0.0,0.0957754584975218,1121271.0,4396911.0
Purdue University-Main Campus,Big Ten,P5,1,football,Big Ten,P5,1.0,126.0,,83144029.0,,37193229.0,,2.0,10.0,0.0,2018.0,83.0,61.0,0.0,0.0,0.0852357025865917,83144029.0,37193229.0
Purdue University-Main Campus,Big Ten,P5,1,basketball,Big Ten,P5,1.0,18.0,15.0,20966991.0,8493747.0,14040438.0,4911279.0,30.0,9.0,0.0,2018.0,75.0,50.0,0.0,0.0,0.0852357025865917,29460738.0,18951717.0
Purdue University-Main Campus,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,24.0,,8621165.0,,3237136.0,27.0,7.0,0.0,2018.0,100.0,75.0,0.0,0.0,0.0852357025865917,8621165.0,3237136.0
Rutgers University-New Brunswick,Big Ten,P5,1,football,Big Ten,P5,1.0,137.0,,75922954.0,,75922954.0,,5.0,7.0,0.0,2018.0,85.0,55.0,0.0,0.0,0.1473517537444303,75922954.0,75922954.0
Rutgers University-New Brunswick,Big Ten,P5,1,basketball,Big Ten,P5,1.0,15.0,31.0,16076899.0,7528347.0,16076899.0,7528347.0,14.0,20.0,0.0,2018.0,91.0,45.0,0.0,0.0,0.1473517537444303,23605246.0,23605246.0
Rutgers University-New Brunswick,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,17.0,,3208516.0,,3208516.0,12.0,20.0,0.0,2018.0,91.0,46.0,0.0,0.0,0.1473517537444303,3208516.0,3208516.0
University of California-Los Angeles,Big Ten,P5,1,football,Big Ten,P5,1.0,121.0,,55205071.0,,55205071.0,,3.0,9.0,0.0,2018.0,80.0,69.0,1.0,2000000.0,0.1102996704238037,55205071.0,55205071.0
University of California-Los Angeles,Big Ten,P5,1,basketball,Big Ten,P5,1.0,17.0,29.0,17799741.0,9690479.0,17799741.0,9690479.0,24.0,12.0,0.0,2018.0,63.0,29.0,0.0,0.0,0.1102996704238037,27490220.0,27490220.0
University of California-Los Angeles,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,22.0,20.0,2454572.0,2770248.0,2454572.0,2770248.0,19.0,13.0,0.0,2018.0,100.0,85.0,0.0,0.0,0.1102996704238037,5224820.0,5224820.0
University of Southern California,Big Ten,P5,1,football,Big Ten,P5,1.0,116.0,,74014972.0,,74014972.0,,9.0,4.0,0.0,2018.0,85.0,55.0,3.0,3500000.0,0.1223945203775887,74014972.0,74014972.0
University of Southern California,Big Ten,P5,1,basketball,Big Ten,P5,1.0,17.0,30.0,13074782.0,9610324.0,13074782.0,9610324.0,18.0,14.0,0.0,2018.0,88.0,33.0,1.0,2000000.0,0.1223945203775887,22685106.0,22685106.0
University of Southern California,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,22.0,23.0,1709180.0,3740682.0,1709180.0,3740682.0,25.0,7.0,0.0,2018.0,100.0,73.0,0.0,0.0,0.1223945203775887,5449862.0,5449862.0
University of Washington-Seattle Campus,Big Ten,P5,1,football,Big Ten,P5,1.0,114.0,,121018946.0,,68921774.0,,9.0,4.0,0.0,2018.0,93.0,68.0,1.0,4000000.0,0.1042735495630714,121018946.0,68921774.0
University of Washington-Seattle Campus,Big Ten,P5,1,basketball,Big Ten,P5,1.0,16.0,24.0,13456854.0,1951477.0,11725277.0,7531528.0,16.0,17.0,0.0,2018.0,100.0,50.0,0.0,0.0,0.1042735495630714,15408331.0,19256805.0
University of Washington-Seattle Campus,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,19.0,,1498709.0,,3441059.0,13.0,17.0,0.0,2018.0,100.0,100.0,0.0,0.0,0.1042735495630714,1498709.0,3441059.0
University of Wisconsin-Madison,Big Ten,P5,1,football,Big Ten,P5,1.0,122.0,,112319593.0,,40903448.0,,4.0,8.0,0.0,2018.0,94.0,83.0,0.0,0.0,0.097787209332643,112319593.0,40903448.0
University of Wisconsin-Madison,Big Ten,P5,1,basketball,Big Ten,P5,1.0,17.0,28.0,19869281.0,760053.0,12464124.0,5120630.0,24.0,11.0,0.0,2018.0,80.0,58.0,0.0,0.0,0.097787209332643,20629334.0,17584754.0
University of Wisconsin-Madison,Big Ten,P5,1,volleyball,Big Ten,P5,1.0,,19.0,,4055436.0,,5189615.0,28.0,5.0,0.0,2018.0,100.0,91.0,0.0,0.0,0.097787209332643,4055436.0,5189615.0
The University of Alabama,SEC,P5,1,football,SEC,P5,1.0,132.0,,146325227.0,,81502191.0,,11.0,4.0,0.0,2018.0,98.0,58.0,3.0,4800000.0,0.0702876159309793,146325227.0,81502191.0
The University of Alabama,SEC,P5,1,basketball,SEC,P5,1.0,20.0,30.0,24406961.0,5433584.0,15230030.0,5433584.0,25.0,10.0,0.0,2018.0,91.0,50.0,0.0,0.0,0.0702876159309793,29840545.0,20663614.0
The University of Alabama,SEC,P5,1,volleyball,SEC,P5,1.0,,22.0,,2682809.0,,2682809.0,14.0,13.0,0.0,2018.0,91.0,55.0,0.0,0.0,0.0702876159309793,2682809.0,2682809.0
University of Arkansas,SEC,P5,1,football,SEC,P5,1.0,127.0,,90791403.0,,57370871.0,,2.0,10.0,0.0,2018.0,84.0,62.0,0.0,0.0,0.0641937873324364,90791403.0,57370871.0
University of Arkansas,SEC,P5,1,basketball,SEC,P5,1.0,15.0,14.0,25392395.0,294472.0,21254027.0,6730975.0,28.0,9.0,0.0,2018.0,57.0,13.0,1.0,2500000.0,0.0641937873324364,25686867.0,27985002.0
University of Arkansas,SEC,P5,1,volleyball,SEC,P5,1.0,,18.0,,149803.0,,2196530.0,5.0,22.0,0.0,2018.0,100.0,77.0,0.0,0.0,0.0641937873324364,149803.0,2196530.0
Auburn University,SEC,P5,1,football,SEC,P5,1.0,121.0,,121408732.0,,58724402.0,,5.0,7.0,0.0,2018.0,89.0,61.0,1.0,3000000.0,0.0917382401314663,121408732.0,58724402.0
Auburn University,SEC,P5,1,basketball,SEC,P5,1.0,18.0,21.0,26568984.0,847898.0,20535097.0,5812213.0,22.0,16.0,0.0,2018.0,67.0,22.0,0.0,0.0,0.0917382401314663,27416882.0,26347310.0
Auburn University,SEC,P5,1,volleyball,SEC,P5,1.0,,18.0,,351116.0,,2619459.0,17.0,11.0,0.0,2018.0,100.0,78.0,0.0,0.0,0.0917382401314663,351116.0,2619459.0
University of Florida,SEC,P5,1,football,SEC,P5,1.0,131.0,,113351580.0,,51766013.0,,4.0,8.0,0.0,2018.0,85.0,42.0,0.0,0.0,0.0817911076486444,113351580.0,51766013.0
University of Florida,SEC,P5,1,basketball,SEC,P5,1.0,18.0,14.0,17258007.0,237160.0,13427727.0,5517320.0,27.0,8.0,0.0,2018.0,100.0,46.0,1.0,5000000.0,0.0817911076486444,17495167.0,18945047.0
University of Florida,SEC,P5,1,volleyball,SEC,P5,1.0,,20.0,,1478468.0,,4862559.0,16.0,12.0,0.0,2018.0,100.0,75.0,0.0,0.0,0.0817911076486444,1478468.0,4862559.0
University of Georgia,SEC,P5,1,football,SEC,P5,1.0,135.0,,149285887.0,,71107704.0,,12.0,2.0,0.0,2018.0,58.0,31.0,1.0,2000000.0,0.0548638098388338,149285887.0,71107704.0
University of Georgia,SEC,P5,1,basketball,SEC,P5,1.0,15.0,23.0,16079070.0,1472828.0,10400030.0,5472173.0,22.0,11.0,0.0,2018.0,50.0,21.0,0.0,0.0,0.0548638098388338,17551898.0,15872203.0
University of Georgia,SEC,P5,1,volleyball,SEC,P5,1.0,,18.0,,108137.0,,2127964.0,16.0,10.0,0.0,2018.0,100.0,92.0,0.0,0.0,0.0548638098388338,108137.0,2127964.0
University of Kentucky,SEC,P5,1,football,SEC,P5,1.0,122.0,,43281917.0,,43281917.0,,5.0,7.0,0.0,2018.0,80.0,49.0,3.0,5000000.0,0.0919105166029464,43281917.0,43281917.0
University of Kentucky,SEC,P5,1,basketball,SEC,P5,1.0,15.0,13.0,21370744.0,7659582.0,21370744.0,7659582.0,22.0,14.0,0.0,2018.0,100.0,0.0,3.0,12200000.0,0.0919105166029464,29030326.0,29030326.0
University of Kentucky,SEC,P5,1,volleyball,SEC,P5,1.0,,16.0,,3429647.0,,3429647.0,30.0,3.0,0.0,2018.0,100.0,82.0,0.0,0.0,0.0919105166029464,3429647.0,3429647.0
Louisiana State University and Agricultural & Mechanical College,SEC,P5,1,football,SEC,P5,1.0,115.0,,117563889.0,,50738587.0,,7.0,6.0,0.0,2018.0,70.0,44.0,7.0,14200000.0,0.0570639617772468,117563889.0,50738587.0
Louisiana State University and Agricultural & Mechanical College,SEC,P5,1,basketball,SEC,P5,1.0,16.0,13.0,13624943.0,4137970.0,11104405.0,12099217.0,15.0,17.0,0.0,2018.0,33.0,7.0,0.0,0.0,0.0570639617772468,17762913.0,23203622.0
Louisiana State University and Agricultural & Mechanical College,SEC,P5,1,volleyball,SEC,P5,1.0,,22.0,,156245.0,,2377341.0,13.0,14.0,0.0,2018.0,100.0,82.0,0.0,0.0,0.0570639617772468,156245.0,2377341.0
University of Missouri-Columbia,SEC,P5,1,football,SEC,P5,1.0,122.0,,53301146.0,,49316139.0,,8.0,5.0,0.0,2018.0,80.0,52.0,3.0,4000000.0,0.0629246804606286,53301146.0,49316139.0
University of Missouri-Columbia,SEC,P5,1,basketball,SEC,P5,1.0,18.0,16.0,18857854.0,5748392.0,14354000.0,5748392.0,20.0,13.0,0.0,2018.0,73.0,29.0,0.0,0.0,0.0629246804606286,24606246.0,20102392.0
University of Missouri-Columbia,SEC,P5,1,volleyball,SEC,P5,1.0,,22.0,,3048994.0,,3048994.0,17.0,11.0,0.0,2018.0,100.0,71.0,0.0,0.0,0.0629246804606286,3048994.0,3048994.0
Mississippi State University,SEC,P5,1,football,SEC,P5,1.0,110.0,,37575575.0,,37575575.0,,5.0,8.0,0.0,2018.0,92.0,69.0,1.0,1500000.0,0.0722898601316935,37575575.0,37575575.0
